Course Code,Course Number,Titles,Day,Time,Location
ARC,558,Advanced Building Information Modeling and 3D Design,Friday,3:00-5:26,Hinds Hall
ARC,561,Survey of British Architecture,Monday,4:00-6:26,Carnegie
ARC,562,Cities and the Culture of Urban Housing Morphologies,Tuesday,5:00-7:26,Hall of Languages
ARC,566,Introduction to Preservation,Wednesday,6:00-8:26,Physics Building
ARC,567,Dwelling and the Modern Home,Thursday,7:00-9:26,Falk
ARC,568,Real Estate Design and Development,Friday,1:00-3:27,Marshall Square Mall
ARC,569,Postcolonial Spaces,Monday,2:00-4:27,Lyman Hall
ARC,571,Survey of Italian Architecture,Tuesday,3:00-5:27,Whitman
ARC,572,Advanced Computer Applications to Architecture,Wednesday,4:00-6:27,Schine
ARC,573,Utopia and Transformation in Early American Town Planning,Thursday,5:00-7:27,Heroy Geology Building
ARC,574,Reading the Landscape,Friday,6:00-8:27,HBC Gifford
ARC,575,"Urban Housing - Building, Block, Street",Monday,7:00-9:27,Crouse-Hinds Hall
ARC,576,Theories & Analysis of Exurbia,Tuesday,1:00-3:28,Dineen Hall
ARC,577,Visual Studies,Wednesday,2:00-4:28,Hinds Hall
ARC,578,Facade as Idea,Thursday,3:00-5:28,Carnegie
ARC,582,NYC Internship Experience,Friday,4:00-6:28,Hall of Languages
ARC,585,Professional Practice,Monday,5:00-7:28,Physics Building
ARI,101,First Year Studio 1: Rotation and Focus,Tuesday,6:00-8:28,Falk
ARI,102,First Year Studio II: Divergence/Convergence,Wednesday,7:00-9:28,Marshall Square Mall
ARI,113,Time Arts Introduction,Thursday,1:00-3:29,Lyman Hall
ARI,132,Drawing through the Figure,Friday,2:00-4:29,Whitman
ARI,182,Toy Design & Character Development,Monday,3:00-5:29,Schine
ARI,200,Selected Topics,Tuesday,4:00-6:29,Heroy Geology Building
ARI,201,Second-Year Studio I,Wednesday,5:00-7:29,HBC Gifford
ARI,202,Second Year Studio II,Thursday,6:00-8:29,Crouse-Hinds Hall
ARI,221,Ceramics Hand-building,Friday,7:00-9:29,Dineen Hall
ARI,223,Ceramics Wheel-throwing,Monday,1:00-3:30,Hinds Hall
ARI,225,Ceramics Slip-casting and Mold-making,Tuesday,2:00-4:30,Carnegie
ARI,227,Ceramics and the Digital Image,Wednesday,3:00-5:30,Hall of Languages
ARI,231,Drawing I Observation,Thursday,4:00-6:30,Physics Building
ARI,243,Introduction to Jewelry and Metals,Friday,5:00-7:30,Falk
ARI,244,Casting,Monday,6:00-8:30,Marshall Square Mall
ARI,261,Painting Studio I,Tuesday,7:00-9:30,Lyman Hall
ARI,270,Experience Credit,Wednesday,1:00-3:31,Whitman
ARI,271,Introduction to Print Media and Graphic Art,Thursday,2:00-4:31,Schine
ARI,280,International Course,Friday,3:00-5:31,Heroy Geology Building
ARI,281,"Sculpture Methods I: Materials, Processes & Forms",Monday,4:00-6:31,HBC Gifford
ARI,282,Sculpture Methods II: Contemporary Sculpture,Tuesday,5:00-7:31,Crouse-Hinds Hall
ARI,290,Independent Study,Wednesday,6:00-8:31,Dineen Hall
ARI,291,Concept/System/Action 1,Thursday,7:00-9:31,Hinds Hall
ARI,293,Introduction to Art & Society,Friday,1:00-3:32,Carnegie
ARI,294,Document as Art,Monday,2:00-4:32,Hall of Languages
ARI,300,Selected Topics,Tuesday,3:00-5:32,Physics Building
ARI,301,Third Year Studio I,Wednesday,4:00-6:32,Falk
ARI,302,Third Year Studio II,Thursday,5:00-7:32,Marshall Square Mall
ARI,320,Advanced Ceramics,Friday,6:00-8:32,Lyman Hall
ARI,328,Clay & Glaze Technology,Monday,7:00-9:32,Whitman
ARI,330,Advanced Drawing,Tuesday,1:00-3:33,Schine
ARI,331,Eye Hand Body Mind through Drawing,Wednesday,2:00-4:33,Heroy Geology Building
ARI,332,Drawing Off Paper,Thursday,3:00-5:33,HBC Gifford
ARI,333,Drawing II:Representation to Conceptualization,Friday,4:00-6:33,Crouse-Hinds Hall
ARI,341,Narrative Jewelry and Metalwork,Monday,5:00-7:33,Dineen Hall
ARI,345,Stones and Stonesetting,Tuesday,6:00-8:33,Hinds Hall
ARI,346,Surface Techniques and Processes,Wednesday,7:00-9:33,Carnegie
ARI,347,Color on Metal,Thursday,1:00-3:34,Hall of Languages
ARI,348,Metal Forming,Friday,2:00-4:34,Physics Building
ARI,361,Painting Studio II,Monday,3:00-5:34,Falk
ARI,364,Non-Objective Painting,Tuesday,4:00-6:34,Marshall Square Mall
ARI,365,Objective Painting,Wednesday,5:00-7:34,Lyman Hall
ARI,371,Introduction to Print Media & Graphic Art: Planographic Processes,Thursday,6:00-8:34,Whitman
ARI,373,Intermediate Print Media & Graphic Art: Digital Print Media,Friday,7:00-9:34,Schine
ARI,374,Print Media & Graphic Art: Screenprinting,Monday,1:00-3:35,Heroy Geology Building
ARI,381,Advanced Sculpture,Tuesday,2:00-4:35,HBC Gifford
ARI,383,Wood and Mixed-Media Research,Wednesday,3:00-5:35,Crouse-Hinds Hall
ARI,384,Functional Sculpture,Thursday,4:00-6:35,Dineen Hall
ARI,385,Installation Seminar,Friday,5:00-7:35,Hinds Hall
ARI,391,Concept/System/Action 2,Monday,6:00-8:35,Carnegie
ARI,394,Collaborative Art,Tuesday,7:00-9:35,Hall of Languages
ARI,395,Research as Art,Wednesday,1:00-3:36,Physics Building
ARI,400,Selected Topics,Thursday,2:00-4:36,Falk
ARI,440,The Object in Jewelry & Metalwork,Friday,3:00-5:36,Marshall Square Mall
ARI,445,Jewelry Production,Monday,4:00-6:36,Lyman Hall
ARI,467,Experimental Advanced Drawing,Tuesday,5:00-7:36,Whitman
ARI,470,Experience Credit,Wednesday,6:00-8:36,Schine
ARI,471,Advanced Print Media & Graphic Art,Thursday,7:00-9:36,Heroy Geology Building
ARI,475,Book Arts,Friday,1:00-3:37,HBC Gifford
ARI,490,Independent Study,Monday,2:00-4:37,Crouse-Hinds Hall
ARI,493,Advanced Art & Society,Tuesday,3:00-5:37,Dineen Hall
ARI,495,Archive as Art,Wednesday,4:00-6:37,Hinds Hall
ARI,497,Art Practices: Capstone 1,Thursday,5:00-7:37,Carnegie
ARI,498,Art Practices: Capstone II,Friday,6:00-8:37,Hall of Languages
ARI,500,Selected Topics,Monday,7:00-9:37,Physics Building
ARI,563,Painting: Art for Non-Majors,Tuesday,1:00-3:38,Falk
ARI,564,Studio Symposium,Wednesday,2:00-4:38,Marshall Square Mall
ARI,566,Painting: Experimental Media: Assemblage/Collage,Thursday,3:00-5:38,Lyman Hall
ARI,575,Lake Effect Editions: Fine Art Print Publishing,Friday,4:00-6:38,Whitman
ARI,590,Independent Study,Monday,5:00-7:38,Schine
ARL,140,Metalworking Workshop I,Tuesday,6:00-8:38,Heroy Geology Building
ARL,150,Woodshop Art Lab I,Wednesday,7:00-9:38,HBC Gifford
ARL,151,General Arts Lab,Thursday,1:00-3:39,Crouse-Hinds Hall
ARL,191,Introduction to Photoshop for Artists,Friday,2:00-4:39,Dineen Hall
ARL,192,Introduction to Adobe Illustrator for Artists,Monday,3:00-5:39,Hinds Hall
ARL,193,Introduction to Adobe InDesign for Artists,Tuesday,4:00-6:39,Carnegie
ARL,200,Selected Topics,Wednesday,5:00-7:39,Hall of Languages
ARL,240,Metalworking Workshop II,Thursday,6:00-8:39,Physics Building
ARL,271,Print Media & Graphic Art: Papermaking Workshop,Friday,7:00-9:39,Falk
ARL,272,Print Media & Graphic Art: Letterpress,Monday,1:00-3:40,Marshall Square Mall
ARL,273,Print Media & Graphic Art: Monotype/Monoprint,Tuesday,2:00-4:40,Lyman Hall
ARL,274,Print Media & Graphic Art: Gig Poster Screenprinting,Wednesday,3:00-5:40,Whitman
ARL,275,Print Media & Graphic Art,Thursday,4:00-6:40,Schine
ARL,276,Print Media & Graphic Art: Relief - Steamroller,Friday,5:00-7:40,Heroy Geology Building
ARL,300,Selected Topics,Monday,6:00-8:40,HBC Gifford
ARL,400,Selected Topics,Tuesday,7:00-9:40,Crouse-Hinds Hall
ART,101,First Year Colloquium,Wednesday,1:00-3:41,Dineen Hall
ART,105,Color & Light,Thursday,2:00-4:41,Hinds Hall
ART,111,History of Modern Art: 1850-Present,Friday,3:00-5:41,Carnegie
ART,112,Special Topics in History of Art,Monday,4:00-6:41,Hall of Languages
ART,114,Special Topics in History of Design,Tuesday,5:00-7:41,Physics Building
ART,202,Contemporary Issues in Design,Wednesday,6:00-8:41,Falk
ART,205,History of Textiles,Thursday,7:00-9:41,Marshall Square Mall
ART,207,History of Ceramics,Friday,1:00-3:42,Lyman Hall
ART,250,Filmmaking: Cinematic Modes,Monday,2:00-4:42,Whitman
ART,251,Intro to Art Media,Tuesday,3:00-5:42,Schine
ART,253,Survey of Film History,Wednesday,4:00-6:42,Heroy Geology Building
ART,300,Selected Topics,Thursday,5:00-7:42,HBC Gifford
ART,310,Picasso and the Modern Movement: Critical Approaches to Modern Art,Friday,6:00-8:42,Crouse-Hinds Hall
ART,311,Aesthetics,Monday,7:00-9:42,Dineen Hall
ART,314,History of the Bauhaus: Studies in Material Culture,Tuesday,1:00-3:43,Hinds Hall
ART,316,Introduction to Visual Culture,Wednesday,2:00-4:43,Carnegie
ART,406,Advanced Color & Light,Thursday,3:00-5:43,Hall of Languages
ART,410,Topics in the History of Art,Friday,4:00-6:43,Physics Building
ART,411,History of Japanese Design: Studies in Material Culture,Monday,5:00-7:43,Falk
ART,431,Art Nouveau Design and Architecture: Studies in Material Culture,Tuesday,6:00-8:43,Marshall Square Mall
ART,499,Honors Capstone Project,Wednesday,7:00-9:43,Lyman Hall
ART,500,Selected Topics,Thursday,1:00-3:44,Whitman
ART,511,"Aesthetics,Advanced",Friday,2:00-4:44,Schine
ART,531,Professional Practices in Visual Arts,Monday,3:00-5:44,Heroy Geology Building
ART,553,Decoding Images of Representation,Tuesday,4:00-6:44,HBC Gifford
ART,561,Studio Symposium,Wednesday,5:00-7:44,Crouse-Hinds Hall
ART,563,Art in America I,Thursday,6:00-8:44,Dineen Hall
ART,564,Art in America II,Friday,7:00-9:44,Hinds Hall
ASC,101,Leadership Lab,Monday,1:00-3:45,Carnegie
ASC,102,Leadership Lab,Tuesday,2:00-4:45,Hall of Languages
ASC,201,Leadership Lab,Wednesday,3:00-5:45,Physics Building
ASC,202,Leadership Lab,Thursday,4:00-6:45,Falk
ASC,205,National Security Organization,Friday,5:00-7:45,Marshall Square Mall
ASC,206,National Security Organization/Aerospace Forces,Monday,6:00-8:45,Lyman Hall
ASC,295,The Development of Air Power: First 50 Years,Tuesday,7:00-9:45,Whitman
ASC,296,The Development of Air Power: 1947 to the Present,Wednesday,1:00-3:46,Schine
ASC,301,Leadership Lab,Thursday,2:00-4:46,Heroy Geology Building
ASC,302,Leadership Lab,Friday,3:00-5:46,HBC Gifford
ASC,305,Concepts of Air Force Management,Monday,4:00-6:46,Crouse-Hinds Hall
ASC,306,Concepts of Air Force Management,Tuesday,5:00-7:46,Dineen Hall
ASC,401,Leadership Lab,Wednesday,6:00-8:46,Hinds Hall
ASC,402,Leadership Lab,Thursday,7:00-9:46,Carnegie
ASC,405,National Security Forces in Public Policy,Friday,1:00-3:47,Hall of Languages
ASC,406,National Security Forces in Contemporary American Society,Monday,2:00-4:47,Physics Building
ASC,490,Independent Study,Tuesday,3:00-5:47,Falk
ASL,101,American Sign Language I,Wednesday,4:00-6:47,Marshall Square Mall
ASL,102,American Sign Language II,Thursday,5:00-7:47,Lyman Hall
ASL,201,American Sign Language III,Friday,6:00-8:47,Whitman
AST,101,Our Corner of the Universe,Monday,7:00-9:47,Schine
AST,104,"Stars,Galaxies & Universe",Tuesday,1:00-3:48,Heroy Geology Building
AST,180,International Course,Wednesday,2:00-4:48,HBC Gifford
BCM,430,Journal Club in Molecular Pharmacology & Structural Biology,Thursday,3:00-5:48,Crouse-Hinds Hall
BCM,460,Research in Biochemistry,Friday,4:00-6:48,Dineen Hall
BCM,475,Biochemistry I,Monday,5:00-7:48,Hinds Hall
BCM,476,Biochemistry II,Tuesday,6:00-8:48,Carnegie
BCM,477,Proteins and Nucleic Acids Lab,Wednesday,7:00-9:48,Hall of Languages
BCM,480,International Course,Thursday,1:00-3:49,Physics Building
BCM,484,Biomolecular Modeling,Friday,2:00-4:49,Falk
BCM,495,Distinction Thesis in Biochemistry,Monday,3:00-5:49,Marshall Square Mall
BCM,499,Honors Capstone Project,Tuesday,4:00-6:49,Lyman Hall
BDJ,200,Selected Topics,Wednesday,5:00-7:49,Whitman
BDJ,204,News in a Multimedia World,Thursday,6:00-8:49,Schine
BDJ,211,Cross-Media News Writing,Friday,7:00-9:49,Heroy Geology Building
BDJ,265,Broadcast Journalism Studio Production,Monday,1:00-3:50,HBC Gifford
BDJ,300,Selected Topics,Tuesday,2:00-4:50,Crouse-Hinds Hall
BDJ,311,Broadcast and Digital Newswriting,Wednesday,3:00-5:50,Dineen Hall
BDJ,330,Selected Topics in Specialized Reporting I,Thursday,4:00-6:50,Hinds Hall
BDJ,345,Critical Perspective on News,Friday,5:00-7:50,Carnegie
BDJ,364,Radio and Digital Audio News Reporting,Monday,6:00-8:50,Hall of Languages
BDJ,400,Selected Topics,Tuesday,7:00-9:50,Physics Building
BDJ,464,Television and Digital News Reporting,Wednesday,1:00-3:51,Falk
BDJ,465,TV & Digital News Producing and Presenting,Thursday,2:00-4:51,Marshall Square Mall
BDJ,500,Selected Topics,Friday,3:00-5:51,Lyman Hall
BDJ,510,Topics in Specialized Practices,Monday,4:00-6:51,Whitman
BDJ,530,Topics in Specialized Reporting II,Tuesday,5:00-7:51,Schine
BDJ,560,Television News Magazine Production,Wednesday,6:00-8:51,Heroy Geology Building
BDJ,566,Special News Coverage,Thursday,7:00-9:51,HBC Gifford
BDJ,567,Advanced Newscast Producing and News Management,Friday,1:00-3:52,Crouse-Hinds Hall
BEN,212,Experimental Methods in Chemical Engineering and Bioengineering,Monday,2:00-4:52,Dineen Hall
BEN,231,Mass and Energy Balances,Tuesday,3:00-5:52,Hinds Hall
BEN,270,Experience Credit,Wednesday,4:00-6:52,Carnegie
BEN,280,International Course,Thursday,5:00-7:52,Hall of Languages
BEN,301,Biological Principles for Engineers,Friday,6:00-8:52,Physics Building
BEN,333,Fluid Transport,Monday,7:00-9:52,Falk
BEN,341,Fundamentals of Heat and Mass Transfer,Tuesday,1:00-3:53,Marshall Square Mall
BEN,364,Quantitative Physiology,Wednesday,2:00-4:53,Lyman Hall
BEN,400,Selected Topics,Thursday,3:00-5:53,Whitman
BEN,421,Biochemical Engineering,Friday,4:00-6:53,Schine
BEN,433,Drug Delivery,Monday,5:00-7:53,Heroy Geology Building
BEN,458,Biomedical Imaging,Tuesday,6:00-8:53,HBC Gifford
BEN,462,"Biofuels, Bioproducts, and Biorefining",Wednesday,7:00-9:53,Crouse-Hinds Hall
BEN,465,Biomechanics,Thursday,1:00-3:54,Dineen Hall
BEN,466,Advanced Biomechanics,Friday,2:00-4:54,Hinds Hall
BEN,468,Biomaterials & Medical Devices,Monday,3:00-5:54,Carnegie
BEN,470,Experience Credit,Tuesday,4:00-6:54,Hall of Languages
BEN,473,Biomanufacturing,Wednesday,5:00-7:54,Physics Building
BEN,474,Medical Image Processing & Analysis,Thursday,6:00-8:54,Falk
BEN,481,Bioinstrumentation,Friday,7:00-9:54,Marshall Square Mall
BEN,485,Bioengineering Laboratory,Monday,1:00-3:55,Lyman Hall
BEN,487,Bioengineering Capstone Design,Tuesday,2:00-4:55,Whitman
BEN,490,Independent Study,Wednesday,3:00-5:55,Schine
BEN,498,Senior Thesis,Thursday,4:00-6:55,Heroy Geology Building
BEN,499,Honors Capstone Project,Friday,5:00-7:55,HBC Gifford
BEN,500,Selected Topics,Monday,6:00-8:55,Crouse-Hinds Hall
BEN,541,Principles of Tissue Engineering,Tuesday,7:00-9:55,Dineen Hall
BEN,561,Polymer Science & Engineering,Wednesday,1:00-3:56,Hinds Hall
BEN,575,Process Control,Thursday,2:00-4:56,Carnegie
BEN,580,International Course,Friday,3:00-5:56,Hall of Languages
BIO,105,Technology Inspired by Nature-Learning from the Natural World,Monday,4:00-6:56,Physics Building
BIO,106,Ocean Life,Tuesday,5:00-7:56,Falk
BIO,115,Ecological Problems and Society,Wednesday,6:00-8:56,Marshall Square Mall
BIO,121,General Biology I,Thursday,7:00-9:56,Lyman Hall
BIO,123,General Biology II,Friday,1:00-3:57,Whitman
BIO,124,General Biology II Laboratory,Monday,2:00-4:57,Schine
BIO,180,International Course,Tuesday,3:00-5:57,Heroy Geology Building
BIO,200,Selected Topics,Wednesday,4:00-6:57,HBC Gifford
BIO,211,Introduction to Neuroscience,Thursday,5:00-7:57,Crouse-Hinds Hall
BIO,216,Anatomy & Physiology I,Friday,6:00-8:57,Dineen Hall
BIO,217,Anatomy and Physiology II,Monday,7:00-9:57,Hinds Hall
BIO,220,Biology Abroad,Tuesday,1:00-3:58,Carnegie
BIO,221,Peer Led Team Learninq Leadership Training I,Wednesday,2:00-4:58,Hall of Languages
BIO,223,Peer Led Team Learninq Leadership Training II,Thursday,3:00-5:58,Physics Building
BIO,305,Integrative Biology Laboratory,Friday,4:00-6:58,Falk
BIO,307,South African Ecosystems and Diversity OTS,Monday,5:00-7:58,Marshall Square Mall
BIO,310,"Evolutionary Biology, Religion & Society",Tuesday,6:00-8:58,Lyman Hall
BIO,311,Fundamentals of Tropical Biology-Costa Rica OTS,Wednesday,7:00-9:58,Whitman
BIO,312,Marine Ecology of the Mediterranean Sea and North Africa,Thursday,1:00-3:59,Schine
BIO,313,Marine Ecology Laboratory,Friday,2:00-4:59,Heroy Geology Building
BIO,316,Anatomy and Physiology I for Biology Majors,Monday,3:00-5:59,HBC Gifford
BIO,317,Anatomy and Physiology II for Biology Majors,Tuesday,4:00-6:59,Crouse-Hinds Hall
BIO,326,Genetics,Wednesday,5:00-7:59,Dineen Hall
BIO,327,Cell Biology,Thursday,6:00-8:59,Hinds Hall
BIO,345,Ecology and Evolution,Friday,7:00-9:59,Carnegie
BIO,355,General Physiology,Monday,1:00-3:00,Hall of Languages
BIO,360,Biology Laboratory Assistant,Tuesday,2:00-4:00,Physics Building
BIO,396,Stem Cells and Society,Wednesday,3:00-5:00,Falk
BIO,400,Selected Topics,Thursday,4:00-6:00,Marshall Square Mall
BIO,405,Introduction to Field Biology Laboratory,Friday,5:00-7:00,Lyman Hall
BIO,406,Field Research in Savanna Ecology-OTS,Monday,6:00-8:00,Whitman
BIO,407,Advanced Neuroscience,Tuesday,7:00-9:00,Schine
BIO,409,General Microbiology,Wednesday,7:00-9:01,Heroy Geology Building
BIO,411,Evolutionary Mechanisms,Thursday,7:00-9:02,HBC Gifford
BIO,412,Research Methods in Tropical Biology-OTS,Friday,1:00-3:01,Crouse-Hinds Hall
BIO,414,Biology of Adaptive Behaviors,Monday,2:00-4:01,Dineen Hall
BIO,415,Conservation Biology,Tuesday,3:00-5:01,Hinds Hall
BIO,416,Biology of Aging,Wednesday,4:00-6:01,Carnegie
BIO,417,Animal Behavior and Evolutionary Biology Laboratory,Thursday,5:00-7:01,Hall of Languages
BIO,419,Junior and Senior Thesis Seminar,Friday,6:00-8:01,Physics Building
BIO,421,Capstone Seminar in Biotechnology,Monday,7:00-9:03,Falk
BIO,422,Bioinformatics for Life Scientists,Tuesday,7:00-9:04,Marshall Square Mall
BIO,425,Cell and Developmental Biology Laboratory,Wednesday,7:00-9:05,Lyman Hall
BIO,428,Seminar in Environmental Science,Thursday,1:00-3:02,Whitman
BIO,432,Global Change Ecology Laboratory,Friday,2:00-4:02,Schine
BIO,432,Global Change Ecology Laboratory,Monday,3:00-5:02,Heroy Geology Building
BIO,435,Genetics Laboratory,Tuesday,4:00-6:02,HBC Gifford
BIO,437,Seminar in Developmental Neuroscience,Wednesday,5:00-7:02,Crouse-Hinds Hall
BIO,439,Seminar in Ecosystem Ecology,Thursday,6:00-8:02,Dineen Hall
BIO,441,Seminar in Infectious Diseases,Friday,7:00-9:06,Hinds Hall
BIO,442,Seminar in Model Organism Genetics,Monday,7:00-9:07,Carnegie
BIO,443,Seminar in Epigenetics,Tuesday,7:00-9:08,Hall of Languages
BIO,444,Seminar in Neurotoxicology,Wednesday,1:00-3:03,Physics Building
BIO,447,Basic Immunology,Thursday,2:00-4:03,Falk
BIO,448,Evolutionary Medicine,Friday,3:00-5:03,Marshall Square Mall
BIO,450,Seminar in Evolutionary Genetics,Monday,4:00-6:03,Lyman Hall
BIO,451,Ecology,Tuesday,5:00-7:03,Whitman
BIO,453,Ecology Laboratory,Wednesday,6:00-8:03,Schine
BIO,455,Physiology Laboratory,Thursday,7:00-9:09,Heroy Geology Building
BIO,456,Seminar in Human Disease Genomics,Friday,7:00-9:10,HBC Gifford
BIO,457,Principles of Human Toxicology,Monday,7:00-9:11,Crouse-Hinds Hall
BIO,458,Seminar in Animal Communication,Tuesday,1:00-3:04,Dineen Hall
BIO,459,Plants & People,Wednesday,2:00-4:04,Hinds Hall
BIO,460,Research in Biology,Thursday,3:00-5:04,Carnegie
BIO,461,Experience in Biology,Friday,4:00-6:04,Hall of Languages
BIO,462,Molecular Genetics,Monday,5:00-7:04,Physics Building
BIO,463,Molecular Biotechnology,Tuesday,6:00-8:04,Falk
BIO,464,Applied Biotechnology,Wednesday,7:00-9:12,Marshall Square Mall
BIO,465,Molecular Biology Laboratory,Thursday,7:00-9:13,Lyman Hall
BIO,469,Science of Countering Weapons of Mass Destruction,Friday,7:00-9:14,Whitman
BIO,472,Advanced Light Microscopy,Monday,1:00-3:05,Schine
BIO,475,Biochemistry Laboratory,Tuesday,2:00-4:05,Heroy Geology Building
BIO,476,Cold Cases,Wednesday,3:00-5:05,HBC Gifford
BIO,495,Distinction Thesis in Biology,Thursday,4:00-6:05,Crouse-Hinds Hall
BIO,496,Neuroscience and Society,Friday,5:00-7:05,Dineen Hall
BIO,499,Honors Capstone Project,Monday,6:00-8:05,Hinds Hall
BIO,501,Biology of Cancer,Tuesday,7:00-9:15,Carnegie
BIO,503,Developmental Biology,Wednesday,7:00-9:16,Hall of Languages
